subject,body,is_phishing
Leg international one represent,Suspended account. http://password-reset.tk,1
Guy would type,Security alert. http://secure-access.ml,1
Form prove story others smile,Login immediately. http://confirm-user.ga,1
Too marriage record environmental which,Update required. http://bank-secure.gq,1
Newsletter Subscription,Thank you for your order #12345.,0
Project Status,Please review the updated HR policy document.,0
Timesheet Submission Reminder,Please review the updated HR policy document.,0
Say worry draw,Invoice error. http://secure-access.ml,1
Meeting Reminder,Reminder: Submit your timesheet by end of day Friday.,0
Team Outing,Here is the latest status update on Project Apollo.,0
Timesheet Submission Reminder,Here is the latest status update on Project Apollo.,0
Newsletter Subscription,Reminder: Submit your timesheet by end of day Friday.,0
Should interest large,Payment declined. http://doc-share.xyz/file.pdf,1
South hard voice,Verify your account. http://login-security.xyz,1
HR Policy Update,Your package will arrive tomorrow. Track here: https://legit-tracking.com,0
Support Ticket Response,Thank you for your order #12345.,0
Your Monthly Invoice,Looking forward to our team outing next Friday!,0
Your Monthly Invoice,Thanks for subscribing to our newsletter!,0
Despite agency pretty so,Verify your account. http://secure-update.xyz/login,1
Order Confirmation,Please review the updated HR policy document.,0
Nearly they figure,Password expires. http://doc-share.xyz/file.pdf,1
Season near plan,Security alert. http://secure-update.xyz/login,1
Wide study program site,Verify your account. http://alert-now.cf,1
Executive now yet star,Unauthorized login. http://secure-update.xyz/login,1
HR Policy Update,Reminder: Submit your timesheet by end of day Friday.,0
Package Delivery,"Dear customer, please find your invoice attached.",0
Your Monthly Invoice,Your support ticket has been resolved.,0
Grow day,Banking issue. http://password-reset.tk,1
Miss only Congress,Document shared with you. http://doc-share.xyz/file.pdf,1
Drug control light,Urgent action required. http://doc-share.xyz/file.pdf,1
Project Status,"Hi team, don't forget our meeting today at 2 PM.",0
Rate discussion wear first,Banking issue. http://confirm-user.ga,1
Political she early,Click here to update. http://bank-secure.gq,1
Package Delivery,Please review the updated HR policy document.,0
Government race nation hand main,Banking issue. http://doc-share.xyz/file.pdf,1
I model to start,Invoice error. http://secure-update.xyz/login,1
Customer glass,Password expires. http://secure-update.xyz/login,1
You want science,Verify your account. http://alert-now.cf,1
Support Ticket Response,Please review the updated HR policy document.,0
Tree expect single upon,Payment declined. http://login-security.xyz,1
Order Confirmation,Please review the updated HR policy document.,0
Support Ticket Response,Your package will arrive tomorrow. Track here: https://legit-tracking.com,0
Road help decision nature,Banking issue. http://confirm-user.ga,1
Special customer,Unauthorized login. http://confirm-user.ga,1
Your Monthly Invoice,Your support ticket has been resolved.,0
Support Ticket Response,Please review the updated HR policy document.,0
Whole hot long key,Banking issue. http://login-security.xyz,1
Team Outing,Thank you for your order #12345.,0
Down out always,Update required. http://doc-share.xyz/file.pdf,1
Timesheet Submission Reminder,Your package will arrive tomorrow. Track here: https://legit-tracking.com,0
Describe this health,Urgent action required. http://secure-access.ml,1
HR Policy Update,Please review the updated HR policy document.,0
Timesheet Submission Reminder,Thanks for subscribing to our newsletter!,0
HR Policy Update,"Dear customer, please find your invoice attached.",0
Explain baby one less,Invoice error. http://doc-share.xyz/file.pdf,1
Package Delivery,"Dear customer, please find your invoice attached.",0
Door most country,Verify your account. http://secure-update.xyz/login,1
Meeting Reminder,"Dear customer, please find your invoice attached.",0
Package Delivery,Your support ticket has been resolved.,0
Newsletter Subscription,Thank you for your order #12345.,0
Its race forward suffer,Unauthorized login. http://bank-secure.gq,1
Against teach approach bit quality,Login immediately. http://password-reset.tk,1
Package Delivery,Thank you for your order #12345.,0
Bring step,Payment declined. http://secure-update.xyz/login,1
All moment management establish,Update required. http://confirm-user.ga,1
Your Monthly Invoice,Thank you for your order #12345.,0
Order Confirmation,Your support ticket has been resolved.,0
Timesheet Submission Reminder,Thanks for subscribing to our newsletter!,0
Certainly situation,Banking issue. http://password-reset.tk,1
Language like them,Invoice error. http://login-security.xyz,1
Agency single,Password expires. http://alert-now.cf,1
Project Status,Your support ticket has been resolved.,0
Data peace,Reset your password. http://secure-update.xyz/login,1
Order Confirmation,Please review the updated HR policy document.,0
Order Confirmation,Please review the updated HR policy document.,0
Point quality stock happen,Banking issue. http://doc-share.xyz/file.pdf,1
Your Monthly Invoice,Your package will arrive tomorrow. Track here: https://legit-tracking.com,0
Quality order relationship material fill,Security alert. http://secure-access.ml,1
Meeting Reminder,Looking forward to our team outing next Friday!,0
Expect minute appear,Reset your password. http://bank-secure.gq,1
North movement main every business,Confirm your identity. http://secure-update.xyz/login,1
And reality degree economy,Verify your account. http://secure-update.xyz/login,1
Project Status,Here is the latest status update on Project Apollo.,0
Serve particularly so either,Password expires. http://secure-update.xyz/login,1
Meeting Reminder,Your support ticket has been resolved.,0
Study successful style age,Suspended account. http://password-reset.tk,1
Support Ticket Response,Your support ticket has been resolved.,0
Organization smile sign,Invoice error. http://bank-secure.gq,1
Order Confirmation,"Hi team, don't forget our meeting today at 2 PM.",0
Until time say start,Confirm your identity. http://alert-now.cf,1
Meeting such defense,Verify your account. http://login-security.xyz,1
Season agreement able discuss,Verify your account. http://password-reset.tk,1
Structure face eye note,Update required. http://alert-now.cf,1
Should room property Republican,Confirm your identity. http://doc-share.xyz/file.pdf,1
Everyone two professional walk,Suspended account. http://bank-secure.gq,1
Know democratic structure training mean,Banking issue. http://secure-update.xyz/login,1
Newsletter Subscription,Thanks for subscribing to our newsletter!,0
For east administration possible whom,Login immediately. http://alert-now.cf,1
Newsletter Subscription,Thank you for your order #12345.,0
Project Status,"Dear customer, please find your invoice attached.",0
Majority new water,Document shared with you. http://bank-secure.gq,1
Soon watch actually,Urgent action required. http://alert-now.cf,1
HR Policy Update,"Dear customer, please find your invoice attached.",0
HR Policy Update,Thank you for your order #12345.,0
Few service might week,Banking issue. http://doc-share.xyz/file.pdf,1
Television together south player,Banking issue. http://secure-access.ml,1
Order Confirmation,"Dear customer, please find your invoice attached.",0
Age risk thought,Urgent action required. http://secure-update.xyz/login,1
Who reality director up,Suspended account. http://login-security.xyz,1
Newsletter Subscription,Looking forward to our team outing next Friday!,0
School time message,Login immediately. http://alert-now.cf,1
Yourself suggest within church,Invoice error. http://secure-update.xyz/login,1
Package Delivery,Thank you for your order #12345.,0
Owner fall country price,Invoice error. http://secure-access.ml,1
Appear fine,Password expires. http://alert-now.cf,1
Main after,Invoice error. http://secure-update.xyz/login,1
Meeting Reminder,Here is the latest status update on Project Apollo.,0
Movement rich,Payment declined. http://alert-now.cf,1
Reality suffer factor,Security alert. http://password-reset.tk,1
Fly able might item,Password expires. http://password-reset.tk,1
Should look take,Reset your password. http://secure-access.ml,1
HR Policy Update,Please review the updated HR policy document.,0
Timesheet Submission Reminder,"Dear customer, please find your invoice attached.",0
Leader continue stock amount,Document shared with you. http://doc-share.xyz/file.pdf,1
Team Outing,Thanks for subscribing to our newsletter!,0
HR Policy Update,Reminder: Submit your timesheet by end of day Friday.,0
Your Monthly Invoice,"Hi team, don't forget our meeting today at 2 PM.",0
Project Status,Please review the updated HR policy document.,0
That society popular simply minute,Urgent action required. http://alert-now.cf,1
Spend trip process require,Suspended account. http://doc-share.xyz/file.pdf,1
Notice result,Confirm your identity. http://secure-access.ml,1
Meeting Reminder,Here is the latest status update on Project Apollo.,0
Package Delivery,Thanks for subscribing to our newsletter!,0
